-9.248311e-03	-5.710900e-03	-4.141174e-02	-1.006048e-03	
-1.537475e-02	-5.571788e-03	-4.233982e-02	-9.893495e-04	
-2.124216e-02	-5.302263e-03	-4.323398e-02	-9.471953e-04	
-2.684793e-02	-5.030771e-03	-4.407724e-02	-8.795978e-04	
-3.218993e-02	-4.757818e-03	-4.483571e-02	-7.826336e-04	
-3.726653e-02	-4.483945e-03	-4.548461e-02	-6.678126e-04	
-4.207669e-02	-4.209730e-03	-4.601306e-02	-5.473280e-04	
-4.661994e-02	-3.935769e-03	-4.642069e-02	-4.295954e-04	
-5.089641e-02	-3.662665e-03	-4.671345e-02	-3.197591e-04	
-5.490686e-02	-3.391039e-03	-4.690123e-02	-2.206308e-04	
-5.865264e-02	-3.121503e-03	-4.699563e-02	8.510411e-04	
-6.213575e-02	-2.854662e-03	-4.504002e-02	3.383106e-02	
-6.535877e-02	-2.591115e-03	2.082451e-02	1.120774e-01	
-6.832489e-02	-2.331432e-03	1.792349e-01	1.268405e-01	
-7.103784e-02	-2.076164e-03	2.745349e-01	3.922174e-02	
-7.350191e-02	-8.413218e-04	2.576531e-01	-4.515026e-02	
-7.375290e-02	3.230524e-02	1.842187e-01	-7.585064e-02	
-9.924635e-03	1.106063e-01	1.059784e-01	-6.944573e-02	
1.466265e-01	1.252589e-01	4.539867e-02	-5.029167e-02	
2.402505e-01	3.765214e-02	5.501167e-03	-3.188069e-02	
2.218816e-01	-4.551049e-02	-1.823369e-02	-1.851892e-02	
1.491227e-01	-4.297538e-02	-3.139403e-02	-1.012451e-02	
1.355960e-01	4.183758e-02	-3.833253e-02	-5.315645e-03	
2.324207e-01	7.572476e-02	-4.187115e-02	-2.742001e-03	
2.869717e-01	6.577618e-03	-4.366033e-02	-1.528372e-03	
2.456731e-01	-6.417362e-02	-4.477067e-02	-9.984136e-04	
1.585923e-01	-8.611247e-02	-4.549930e-02	-5.672023e-04	
7.314301e-02	-7.452029e-02	-4.574680e-02	-3.659232e-04	
8.978801e-03	-5.244917e-02	-4.607273e-02	-4.457602e-04	
-3.252929e-02	-3.252061e-02	-4.647971e-02	-5.277942e-04	
-5.696646e-02	-1.834469e-02	-4.696947e-02	-6.111018e-04	
-7.019928e-02	-9.240132e-03	-4.754279e-02	-6.947145e-04	
-7.646880e-02	-3.956868e-03	-4.819945e-02	-7.776751e-04	
-7.915474e-02	-1.201801e-03	-4.893832e-02	-8.590964e-04	
-7.992253e-02	1.707444e-04	-4.975740e-02	-9.380821e-04	
-7.986579e-02	8.462406e-04	-5.065376e-02	-1.013745e-03	
-7.928242e-02	1.427075e-03	-5.162365e-02	-1.085273e-03	
-7.806218e-02	1.785079e-03	-5.266251e-02	-1.151892e-03	
-7.675897e-02	1.863760e-03	-5.376505e-02	-1.212876e-03	
-7.537729e-02	1.935941e-03	-5.492525e-02	-1.267559e-03	
-7.392539e-02	1.999186e-03	-5.613648e-02	-1.315330e-03	
-7.241266e-02	2.053083e-03	-5.739153e-02	-1.355638e-03	
-7.084823e-02	3.082377e-03	-5.868266e-02	-1.388006e-03	
-6.727201e-02	3.601380e-02	-6.000170e-02	-1.412025e-03	
1.664704e-04	1.140805e-01	-6.134011e-02	-1.427353e-03	
1.600874e-01	1.284900e-01	-6.268904e-02	-1.433732e-03	
2.568460e-01	4.065237e-02	-6.403944e-02	-1.430973e-03	
2.413949e-01	-4.371082e-02	-6.538208e-02	-1.418964e-03	
1.693787e-01	-7.428642e-02	-6.670769e-02	-1.397686e-03	
9.255074e-02	-6.774382e-02	-6.800701e-02	-1.367179e-03	
3.337903e-02	-4.848647e-02	-6.927086e-02	-1.327566e-03	
-5.119706e-03	-3.001267e-02	-7.049023e-02	-2.945348e-04	
-2.746445e-02	-1.661058e-02	-6.968731e-02	3.266793e-02	
-3.922903e-02	-8.184178e-03	-4.982218e-03	1.109174e-01	
-4.475782e-02	-3.351219e-03	1.522825e-01	1.257040e-01	
-4.687382e-02	-7.624574e-04	2.464706e-01	3.812830e-02	
-4.723172e-02	4.589816e-04	2.285299e-01	-4.519740e-02	
-4.690595e-02	9.921581e-04	1.560769e-01	-4.291297e-02	
-4.619648e-02	1.423048e-03	1.427467e-01	4.177199e-02	
-4.500671e-02	1.613405e-03	2.396711e-01	7.574809e-02	
-4.391280e-02	1.492031e-03	2.942376e-01	6.617867e-03	
-4.296235e-02	1.360805e-03	2.528703e-01	-6.428328e-02	
-4.212791e-02	1.251080e-03	1.656581e-01	-8.644103e-02	
-4.139430e-02	1.152490e-03	8.002540e-02	-7.505445e-02	
-4.075474e-02	1.056102e-03	1.563552e-02	-5.313994e-02	
